experiment,region,context_mode,context_size,model,base_url,requests,ttft_p50_s,ttft_p95_s,ttft_mean_s,total_p50_s,total_p95_s,total_mean_s,completion_tokens_mean,request_bytes_mean
dense_scale_qwen3_vl_2b_local,local,full_history,1,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.022553888149559,0.022553888149559,0.022553888149559,0.042966328095644005,0.042966328095644005,0.042966328095644005,9.0,230080.0
dense_scale_qwen3_vl_2b_local,local,full_history,2,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.20731400558725,0.20731400558725,0.20731400558725,0.22865949291735801,0.22865949291735801,0.22865949291735801,9.0,457341.0
dense_scale_qwen3_vl_2b_local,local,full_history,3,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.22421187907457302,0.22421187907457302,0.22421187907457302,0.24625668302178302,0.24625668302178302,0.24625668302178302,9.0,682292.0
dense_scale_qwen3_vl_2b_local,local,full_history,4,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.22162795113399603,0.22162795113399603,0.22162795113399603,0.24456366430968002,0.24456366430968002,0.24456366430968002,9.0,919334.0
dense_scale_qwen3_vl_2b_local,local,full_history,5,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.21828357269987403,0.21828357269987403,0.21828357269987403,0.24157022777944803,0.24157022777944803,0.24157022777944803,9.0,1137989.0
dense_scale_qwen3_vl_2b_local,local,full_history,6,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.23666809499263702,0.23666809499263702,0.23666809499263702,0.259211618918925,0.259211618918925,0.259211618918925,9.0,1366721.0
dense_scale_qwen3_vl_2b_local,local,full_history,7,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.24152521276846503,0.24152521276846503,0.24152521276846503,0.266208328772336,0.266208328772336,0.266208328772336,9.0,1600010.0
dense_scale_qwen3_vl_2b_local,local,full_history,8,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.240260354243218,0.240260354243218,0.240260354243218,0.265157991088926,0.265157991088926,0.265157991088926,9.0,1809700.0
dense_scale_qwen3_vl_2b_local,local,full_history,9,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.22837703302502602,0.22837703302502602,0.22837703302502602,0.254256402142345,0.254256402142345,0.254256402142345,9.0,2035544.0
dense_scale_qwen3_vl_2b_local,local,full_history,10,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.255822375882416,0.255822375882416,0.255822375882416,0.281784164719283,0.281784164719283,0.281784164719283,9.0,2220128.0
dense_scale_qwen3_vl_2b_local,local,full_history,11,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.26635034708306105,0.26635034708306105,0.26635034708306105,0.29345487011596505,0.29345487011596505,0.29345487011596505,9.0,2381255.0
dense_scale_qwen3_vl_2b_local,local,full_history,12,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.275953169912099,0.275953169912099,0.275953169912099,0.30164725286886,0.30164725286886,0.30164725286886,9.0,2544582.0
dense_scale_qwen3_vl_2b_local,local,full_history,13,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.26964367460459404,0.26964367460459404,0.26964367460459404,0.29764633998274803,0.29764633998274803,0.29764633998274803,9.0,2707529.0
dense_scale_qwen3_vl_2b_local,local,full_history,14,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.281804703176021,0.281804703176021,0.281804703176021,0.31011757813394003,0.31011757813394003,0.31011757813394003,9.0,2868758.0
dense_scale_qwen3_vl_2b_local,local,full_history,15,Qwen/Qwen3-VL-2B-Instruct,http://localhost:8000/v1,1,0.28721080301329405,0.28721080301329405,0.28721080301329405,0.31642997497692704,0.31642997497692704,0.31642997497692704,9.0,3029661.0
